Player Name,Date,Statistic,Variable,Value
Cameron Champ,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),78
Rory McIlroy,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),72
Luke List,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),66
Dustin Johnson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Wyndham Clark,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Bubba Watson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),65
Seth Reeves,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Trey Mullinax,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),77
Tony Finau,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),89
Cameron Davis,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Brooks Koepka,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),81
Jhonattan Vegas,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),75
Gary Woodland,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Sam Burns,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),80
Byeong Hun An,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),80
J.B. Holmes,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),78
Jason Kokrak,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),94
Ollie Schniederjans,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),77
Phil Mickelson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),63
Jon Rahm,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),75
Patrick Cantlay,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),77
Sepp Straka,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),78
Brandon Harkins,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),91
Xander Schauffele,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),77
Martin Trainer,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),63
Kevin Tway,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),84
Alex Prugh,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),77
Keith Mitchell,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),86
Justin Rose,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),66
Rickie Fowler,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Hideki Matsuyama,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),91
Charles Howell III,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),94
Aaron Wise,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),72
Bryson DeChambeau,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),75
Sergio Garcia,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),53
Brendan Steele,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),68
Justin Thomas,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),75
Jason Day,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),69
Harold Varner III,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),84
Nick Watney,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Joaquin Niemann,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),98
Danny Lee,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),83
Alex Noren,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),63
Daniel Berger,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),70
Harris English,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),97
Carlos Ortiz,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),84
Adam Schenk,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),102
Sung Kang,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),86
Max Homa,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),82
John Chin,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),58
Sam Saunders,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),78
Patrick Rodgers,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),55
Beau Hossler,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Adam Scott,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),63
Jimmy Walker,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),74
Chase Wright,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),75
Martin Laird,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),88
Sebastian Munoz,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),86
Tommy Fleetwood,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),71
Ryan Palmer,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),74
Keegan Bradley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),89
Paul Casey,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),79
Chesson Hadley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Peter Uihlein,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),84
Talor Gooch,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),54
Corey Conners,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),90
Cody Gribble,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),74
Mackenzie Hughes,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),80
Scott Stallings,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),82
Cameron Tringale,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Patrick Reed,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),93
Tyrrell Hatton,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),62
Sangmoon Bae,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),60
Dylan Frittelli,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),83
Jim Knous,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),57
Dominic Bozzelli,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Louis Oosthuizen,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),71
Marc Leishman,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Bronson Burgoon,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),59
Lucas Glover,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),94
Sungjae Im,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),122
Seamus Power,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),80
Shawn Stefani,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),80
Roger Sloan,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),88
Emiliano Grillo,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),85
Hunter Mahan,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),59
Charley Hoffman,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),74
Jordan Spieth,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),82
Hudson Swafford,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),59
Branden Grace,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Patton Kizzire,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Cameron Smith,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),79
Matt Jones,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),88
Wes Roach,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),69
Hank Lebioda,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Joey Garber,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),63
Sam Ryder,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
J.T. Poston,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),100
Danny Willett,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),63
Stephan Jaeger,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),77
Richy Werenski,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),89
Bud Cauley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),82
Abraham Ancer,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),93
Troy Merritt,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),69
Anders Albertson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),68
Kiradech Aphibarnrat,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),65
Joel Dahmen,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),100
Si Woo Kim,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Scott Piercy,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),90
Peter Malnati,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Nick Taylor,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),97
Adam Long,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Josh Teater,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Julian Etulain,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),70
Billy Horschel,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),99
Kevin Streelman,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),83
Bill Haas,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),77
Ian Poulter,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),65
Adam Hadwin,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),86
Austin Cook,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),68
Kramer Hickok,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),79
Denny McCarthy,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),89
Tom Hoge,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),98
J.J. Spaun,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),90
Fabian Gomez,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),62
Kelly Kraft,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Anirban Lahiri,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Jose de Jesus Rodriguez,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),67
Jason Dufner,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),74
Chris Stroud,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),70
Adam Svensson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Rafa Cabrera Bello,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),71
Nate Lashley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),70
Kevin Na,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),65
Matt Kuchar,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Jonas Blixt,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),82
Curtis Luck,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),65
Rory Sabbatini,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),97
Ryan Blaum,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),90
Russell Knox,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),79
Kyle Stanley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),81
J.J. Henry,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),58
Francesco Molinari,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),61
Robert Streb,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),80
Scott Brown,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),86
Webb Simpson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),81
Brian Harman,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),91
Michael Thompson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),71
Jim Herman,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),52
Tyler Duncan,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),89
Matthew Fitzpatrick,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),54
Russell Henley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),78
Zach Johnson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),64
Roberto Diaz,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Brice Garnett,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),87
Ben Silverman,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),70
Brandt Snedeker,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),102
Chez Reavie,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),99
Andrew Landry,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),80
Kevin Kisner,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),97
Rod Pampling,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),56
Aaron Baddeley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),55
Kyoung-Hoon Lee,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),92
Pat Perez,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),68
Graeme McDowell,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),75
Freddie Jacobson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),53
C.T. Pan,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),84
Ernie Els,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),51
Whee Kim,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Kyle Jones,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),72
Roberto Castro,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),76
Johnson Wagner,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),64
Brady Schnell,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),53
Vaughn Taylor,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),93
Henrik Stenson,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),58
Satoshi Kodaira,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),67
Ryan Moore,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),74
Jonathan Byrd,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),55
Andrew Putnam,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),81
"Ted Potter, Jr.",2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
David Hearn,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),55
Michael Kim,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),61
Alex Cejka,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),58
Ryan Armour,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),92
Brian Stuard,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),98
Jim Furyk,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),73
Brian Gay,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),93
Scott Langley,2019-08-25,Driving Distance,Driving Distance - (ROUNDS),78
Cameron Champ,2019-08-25,Driving Distance,Driving Distance - (AVG.),317.9
Rory McIlroy,2019-08-25,Driving Distance,Driving Distance - (AVG.),313.5
Luke List,2019-08-25,Driving Distance,Driving Distance - (AVG.),313.3
Dustin Johnson,2019-08-25,Driving Distance,Driving Distance - (AVG.),312.0
Wyndham Clark,2019-08-25,Driving Distance,Driving Distance - (AVG.),311.8
Bubba Watson,2019-08-25,Driving Distance,Driving Distance - (AVG.),311.6
Seth Reeves,2019-08-25,Driving Distance,Driving Distance - (AVG.),311.4
Trey Mullinax,2019-08-25,Driving Distance,Driving Distance - (AVG.),310.2
Tony Finau,2019-08-25,Driving Distance,Driving Distance - (AVG.),309.5
Cameron Davis,2019-08-25,Driving Distance,Driving Distance - (AVG.),309.0
Brooks Koepka,2019-08-25,Driving Distance,Driving Distance - (AVG.),309.0
Jhonattan Vegas,2019-08-25,Driving Distance,Driving Distance - (AVG.),308.3
Gary Woodland,2019-08-25,Driving Distance,Driving Distance - (AVG.),308.2
Sam Burns,2019-08-25,Driving Distance,Driving Distance - (AVG.),307.2
Byeong Hun An,2019-08-25,Driving Distance,Driving Distance - (AVG.),307.1
J.B. Holmes,2019-08-25,Driving Distance,Driving Distance - (AVG.),306.7
Jason Kokrak,2019-08-25,Driving Distance,Driving Distance - (AVG.),306.4
Ollie Schniederjans,2019-08-25,Driving Distance,Driving Distance - (AVG.),306.4
Phil Mickelson,2019-08-25,Driving Distance,Driving Distance - (AVG.),306.3
Jon Rahm,2019-08-25,Driving Distance,Driving Distance - (AVG.),305.6
Patrick Cantlay,2019-08-25,Driving Distance,Driving Distance - (AVG.),304.7
Sepp Straka,2019-08-25,Driving Distance,Driving Distance - (AVG.),304.4
Brandon Harkins,2019-08-25,Driving Distance,Driving Distance - (AVG.),304.3
Xander Schauffele,2019-08-25,Driving Distance,Driving Distance - (AVG.),304.1
Martin Trainer,2019-08-25,Driving Distance,Driving Distance - (AVG.),303.8
Kevin Tway,2019-08-25,Driving Distance,Driving Distance - (AVG.),303.8
Alex Prugh,2019-08-25,Driving Distance,Driving Distance - (AVG.),303.7
Keith Mitchell,2019-08-25,Driving Distance,Driving Distance - (AVG.),303.2
Justin Rose,2019-08-25,Driving Distance,Driving Distance - (AVG.),303.2
Rickie Fowler,2019-08-25,Driving Distance,Driving Distance - (AVG.),303.1
Hideki Matsuyama,2019-08-25,Driving Distance,Driving Distance - (AVG.),303.0
Charles Howell III,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.8
Aaron Wise,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.6
Bryson DeChambeau,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.5
Sergio Garcia,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.5
Brendan Steele,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.5
Justin Thomas,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.2
Jason Day,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.0
Harold Varner III,2019-08-25,Driving Distance,Driving Distance - (AVG.),302.0
Nick Watney,2019-08-25,Driving Distance,Driving Distance - (AVG.),301.7
Joaquin Niemann,2019-08-25,Driving Distance,Driving Distance - (AVG.),301.5
Danny Lee,2019-08-25,Driving Distance,Driving Distance - (AVG.),301.4
Alex Noren,2019-08-25,Driving Distance,Driving Distance - (AVG.),301.1
Daniel Berger,2019-08-25,Driving Distance,Driving Distance - (AVG.),301.0
Harris English,2019-08-25,Driving Distance,Driving Distance - (AVG.),301.0
Carlos Ortiz,2019-08-25,Driving Distance,Driving Distance - (AVG.),301.0
Adam Schenk,2019-08-25,Driving Distance,Driving Distance - (AVG.),300.8
Sung Kang,2019-08-25,Driving Distance,Driving Distance - (AVG.),300.5
Max Homa,2019-08-25,Driving Distance,Driving Distance - (AVG.),300.2
John Chin,2019-08-25,Driving Distance,Driving Distance - (AVG.),300.0
Sam Saunders,2019-08-25,Driving Distance,Driving Distance - (AVG.),299.9
Patrick Rodgers,2019-08-25,Driving Distance,Driving Distance - (AVG.),299.8
Beau Hossler,2019-08-25,Driving Distance,Driving Distance - (AVG.),299.4
Adam Scott,2019-08-25,Driving Distance,Driving Distance - (AVG.),299.3
Jimmy Walker,2019-08-25,Driving Distance,Driving Distance - (AVG.),299.2
Chase Wright,2019-08-25,Driving Distance,Driving Distance - (AVG.),299.1
Martin Laird,2019-08-25,Driving Distance,Driving Distance - (AVG.),298.9
Sebastian Munoz,2019-08-25,Driving Distance,Driving Distance - (AVG.),298.8
Tommy Fleetwood,2019-08-25,Driving Distance,Driving Distance - (AVG.),298.7
Ryan Palmer,2019-08-25,Driving Distance,Driving Distance - (AVG.),298.6
Keegan Bradley,2019-08-25,Driving Distance,Driving Distance - (AVG.),298.5
Paul Casey,2019-08-25,Driving Distance,Driving Distance - (AVG.),298.4
Chesson Hadley,2019-08-25,Driving Distance,Driving Distance - (AVG.),297.6
Peter Uihlein,2019-08-25,Driving Distance,Driving Distance - (AVG.),297.5
Talor Gooch,2019-08-25,Driving Distance,Driving Distance - (AVG.),297.4
Corey Conners,2019-08-25,Driving Distance,Driving Distance - (AVG.),297.3
Cody Gribble,2019-08-25,Driving Distance,Driving Distance - (AVG.),297.2
Mackenzie Hughes,2019-08-25,Driving Distance,Driving Distance - (AVG.),297.2
Scott Stallings,2019-08-25,Driving Distance,Driving Distance - (AVG.),297.0
Cameron Tringale,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.9
Patrick Reed,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.8
Tyrrell Hatton,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.6
Sangmoon Bae,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.5
Dylan Frittelli,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.5
Jim Knous,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.5
Dominic Bozzelli,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.4
Louis Oosthuizen,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.3
Marc Leishman,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.2
Bronson Burgoon,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.1
Lucas Glover,2019-08-25,Driving Distance,Driving Distance - (AVG.),296.1
Sungjae Im,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.9
Seamus Power,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.9
Shawn Stefani,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.9
Roger Sloan,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.8
Emiliano Grillo,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.7
Hunter Mahan,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.7
Charley Hoffman,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.6
Jordan Spieth,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.2
Hudson Swafford,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.2
Branden Grace,2019-08-25,Driving Distance,Driving Distance - (AVG.),295.1
Patton Kizzire,2019-08-25,Driving Distance,Driving Distance - (AVG.),294.9
Cameron Smith,2019-08-25,Driving Distance,Driving Distance - (AVG.),294.2
Matt Jones,2019-08-25,Driving Distance,Driving Distance - (AVG.),294.1
Wes Roach,2019-08-25,Driving Distance,Driving Distance - (AVG.),294.1
Hank Lebioda,2019-08-25,Driving Distance,Driving Distance - (AVG.),294.0
Joey Garber,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.9
Sam Ryder,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.9
J.T. Poston,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.8
Danny Willett,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.8
Stephan Jaeger,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.7
Richy Werenski,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.6
Bud Cauley,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.4
Abraham Ancer,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.3
Troy Merritt,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.3
Anders Albertson,2019-08-25,Driving Distance,Driving Distance - (AVG.),293.2
Kiradech Aphibarnrat,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.4
Joel Dahmen,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.4
Si Woo Kim,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.4
Scott Piercy,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.4
Peter Malnati,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.2
Nick Taylor,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.1
Adam Long,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.0
Josh Teater,2019-08-25,Driving Distance,Driving Distance - (AVG.),292.0
Julian Etulain,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.8
Billy Horschel,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.8
Kevin Streelman,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.8
Bill Haas,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.5
Ian Poulter,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.5
Adam Hadwin,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.2
Austin Cook,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.0
Kramer Hickok,2019-08-25,Driving Distance,Driving Distance - (AVG.),291.0
Denny McCarthy,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.8
Tom Hoge,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.4
J.J. Spaun,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.4
Fabian Gomez,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.2
Kelly Kraft,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.2
Anirban Lahiri,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.2
Jose de Jesus Rodriguez,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.2
Jason Dufner,2019-08-25,Driving Distance,Driving Distance - (AVG.),290.1
Chris Stroud,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.8
Adam Svensson,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.8
Rafa Cabrera Bello,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.6
Nate Lashley,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.6
Kevin Na,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.6
Matt Kuchar,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.5
Jonas Blixt,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.4
Curtis Luck,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.4
Rory Sabbatini,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.4
Ryan Blaum,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.2
Russell Knox,2019-08-25,Driving Distance,Driving Distance - (AVG.),289.2
Kyle Stanley,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.9
J.J. Henry,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.8
Francesco Molinari,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.7
Robert Streb,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.7
Scott Brown,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.6
Webb Simpson,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.6
Brian Harman,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.4
Michael Thompson,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.4
Jim Herman,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.3
Tyler Duncan,2019-08-25,Driving Distance,Driving Distance - (AVG.),288.2
Matthew Fitzpatrick,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.9
Russell Henley,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.7
Zach Johnson,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.5
Roberto Diaz,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.4
Brice Garnett,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.4
Ben Silverman,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.2
Brandt Snedeker,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.2
Chez Reavie,2019-08-25,Driving Distance,Driving Distance - (AVG.),287.0
Andrew Landry,2019-08-25,Driving Distance,Driving Distance - (AVG.),286.8
Kevin Kisner,2019-08-25,Driving Distance,Driving Distance - (AVG.),286.4
Rod Pampling,2019-08-25,Driving Distance,Driving Distance - (AVG.),286.4
Aaron Baddeley,2019-08-25,Driving Distance,Driving Distance - (AVG.),286.3
Kyoung-Hoon Lee,2019-08-25,Driving Distance,Driving Distance - (AVG.),286.2
Pat Perez,2019-08-25,Driving Distance,Driving Distance - (AVG.),286.1
Graeme McDowell,2019-08-25,Driving Distance,Driving Distance - (AVG.),285.9
