Player Name,Date,Statistic,Variable,Value
Ben Silverman,2019-08-18,Driving Distance,Driving Distance - (AVG.),287.2
Chez Reavie,2019-08-18,Driving Distance,Driving Distance - (AVG.),287.0
Brandt Snedeker,2019-08-18,Driving Distance,Driving Distance - (AVG.),286.9
Andrew Landry,2019-08-18,Driving Distance,Driving Distance - (AVG.),286.8
Rod Pampling,2019-08-18,Driving Distance,Driving Distance - (AVG.),286.4
Aaron Baddeley,2019-08-18,Driving Distance,Driving Distance - (AVG.),286.3
Kevin Kisner,2019-08-18,Driving Distance,Driving Distance - (AVG.),286.2
Kyoung-Hoon Lee,2019-08-18,Driving Distance,Driving Distance - (AVG.),286.2
Pat Perez,2019-08-18,Driving Distance,Driving Distance - (AVG.),286.1
Graeme McDowell,2019-08-18,Driving Distance,Driving Distance - (AVG.),285.9
Freddie Jacobson,2019-08-18,Driving Distance,Driving Distance - (AVG.),285.3
C.T. Pan,2019-08-18,Driving Distance,Driving Distance - (AVG.),285.0
Ernie Els,2019-08-18,Driving Distance,Driving Distance - (AVG.),284.7
Whee Kim,2019-08-18,Driving Distance,Driving Distance - (AVG.),284.3
Kyle Jones,2019-08-18,Driving Distance,Driving Distance - (AVG.),284.0
Roberto Castro,2019-08-18,Driving Distance,Driving Distance - (AVG.),283.8
Johnson Wagner,2019-08-18,Driving Distance,Driving Distance - (AVG.),283.4
Brady Schnell,2019-08-18,Driving Distance,Driving Distance - (AVG.),283.3
Vaughn Taylor,2019-08-18,Driving Distance,Driving Distance - (AVG.),282.9
Henrik Stenson,2019-08-18,Driving Distance,Driving Distance - (AVG.),282.7
Satoshi Kodaira,2019-08-18,Driving Distance,Driving Distance - (AVG.),282.3
Ryan Moore,2019-08-18,Driving Distance,Driving Distance - (AVG.),282.2
Jonathan Byrd,2019-08-18,Driving Distance,Driving Distance - (AVG.),281.6
Andrew Putnam,2019-08-18,Driving Distance,Driving Distance - (AVG.),281.5
"Ted Potter, Jr.",2019-08-18,Driving Distance,Driving Distance - (AVG.),281.4
David Hearn,2019-08-18,Driving Distance,Driving Distance - (AVG.),279.3
Michael Kim,2019-08-18,Driving Distance,Driving Distance - (AVG.),279.3
Alex Cejka,2019-08-18,Driving Distance,Driving Distance - (AVG.),278.0
Ryan Armour,2019-08-18,Driving Distance,Driving Distance - (AVG.),277.9
Brian Stuard,2019-08-18,Driving Distance,Driving Distance - (AVG.),276.6
Jim Furyk,2019-08-18,Driving Distance,Driving Distance - (AVG.),275.0
Brian Gay,2019-08-18,Driving Distance,Driving Distance - (AVG.),274.9
Scott Langley,2019-08-18,Driving Distance,Driving Distance - (AVG.),271.3
Cameron Champ,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,322"
Rory McIlroy,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,676"
Luke List,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,481"
Wyndham Clark,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"53,004"
Dustin Johnson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"38,656"
Bubba Watson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,142"
Seth Reeves,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,733"
Trey Mullinax,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"45,285"
Tony Finau,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,092"
Cameron Davis,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,493"
Lucas Bjerregaard,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"23,474"
Gary Woodland,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,454"
Brooks Koepka,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"38,225"
Jhonattan Vegas,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,401"
Sam Burns,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,917"
Byeong Hun An,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,920"
J.B. Holmes,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"38,648"
Ollie Schniederjans,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,513"
Phil Mickelson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,755"
Jason Kokrak,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,748"
Jon Rahm,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,716"
Patrick Cantlay,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,040"
Sepp Straka,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,833"
Brandon Harkins,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"50,515"
Justin Rose,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,806"
Martin Trainer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,069"
Kevin Tway,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,741"
Alex Prugh,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,122"
Xander Schauffele,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"35,233"
Keith Mitchell,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"45,475"
Rickie Fowler,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,653"
Hideki Matsuyama,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"46,040"
Charles Howell III,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,826"
Aaron Wise,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,763"
Sergio Garcia,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"26,616"
Brendan Steele,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,672"
Jason Day,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"33,819"
Harold Varner III,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"49,521"
Bryson DeChambeau,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,061"
Justin Thomas,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,215"
Nick Watney,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"45,248"
Joaquin Niemann,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"55,474"
Danny Lee,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"46,415"
Alex Noren,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"31,314"
Daniel Berger,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,735"
Harris English,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"54,774"
Carlos Ortiz,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"49,366"
Adam Schenk,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"60,155"
Sung Kang,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,074"
Max Homa,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,029"
John Chin,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,399"
Sam Saunders,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,388"
Patrick Rodgers,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"30,579"
Beau Hossler,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,913"
Adam Scott,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"29,327"
Jimmy Walker,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,488"
Chase Wright,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,274"
Martin Laird,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,816"
Sebastian Munoz,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,814"
Ryan Palmer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"34,637"
Keegan Bradley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,182"
Tommy Fleetwood,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"33,399"
Paul Casey,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"35,164"
Chesson Hadley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,287"
Peter Uihlein,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,646"
Talor Gooch,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,119"
Cody Gribble,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,236"
Mackenzie Hughes,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"45,176"
Scott Stallings,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,958"
Cameron Tringale,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"38,599"
Corey Conners,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,676"
Tyrrell Hatton,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"29,655"
Patrick Reed,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,450"
Sangmoon Bae,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,026"
Dylan Frittelli,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,028"
Jim Knous,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"31,427"
Dominic Bozzelli,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,721"
Marc Leishman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"35,561"
Bronson Burgoon,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"30,198"
Lucas Glover,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"50,903"
Seamus Power,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"42,608"
Shawn Stefani,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,983"
Roger Sloan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"49,695"
Emiliano Grillo,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,033"
Hunter Mahan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"34,894"
Louis Oosthuizen,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"30,756"
Charley Hoffman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,658"
Sungjae Im,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"65,041"
Jordan Spieth,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"46,634"
Hudson Swafford,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"33,653"
Branden Grace,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"33,050"
Patton Kizzire,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"38,932"
Matt Every,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"24,156"
Cameron Smith,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,485"
Matt Jones,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"49,414"
Wes Roach,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,062"
Hank Lebioda,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,154"
Joey Garber,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"33,502"
Sam Ryder,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,969"
J.T. Poston,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"56,411"
Danny Willett,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"34,669"
Stephan Jaeger,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,712"
Richy Werenski,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,739"
Bud Cauley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,110"
Troy Merritt,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"33,439"
Anders Albertson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,530"
Abraham Ancer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,526"
Kiradech Aphibarnrat,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"31,582"
Joel Dahmen,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"51,457"
Si Woo Kim,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,278"
Scott Piercy,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"45,620"
Peter Malnati,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"48,510"
Nick Taylor,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"54,327"
Adam Long,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,386"
Josh Teater,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,126"
Julian Etulain,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,936"
Billy Horschel,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"46,683"
Martin Kaymer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"25,679"
Kevin Streelman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,278"
Bill Haas,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"40,224"
Ian Poulter,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"29,153"
Adam Hadwin,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,101"
Austin Cook,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,591"
Kramer Hickok,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,810"
Denny McCarthy,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,107"
Chris Thompson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"26,741"
Tom Hoge,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"49,956"
J.J. Spaun,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"42,982"
Fabian Gomez,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"35,990"
Kelly Kraft,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,695"
Anirban Lahiri,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,723"
Jose de Jesus Rodriguez,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,720"
Jason Dufner,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,133"
Chris Stroud,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"35,938"
Adam Svensson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"38,839"
Rafa Cabrera Bello,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,436"
Nate Lashley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,385"
Kevin Na,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"27,800"
Matt Kuchar,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,000"
Jonas Blixt,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,988"
Curtis Luck,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"34,154"
Rory Sabbatini,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"53,831"
Ryan Blaum,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,425"
Russell Knox,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,332"
Kyle Stanley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,980"
J.J. Henry,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"30,035"
Francesco Molinari,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"28,870"
Robert Streb,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"41,568"
Scott Brown,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,337"
Webb Simpson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"42,693"
Brian Harman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"46,719"
Michael Thompson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"40,948"
Jim Herman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"27,680"
Tyler Duncan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,842"
Matthew Fitzpatrick,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"27,064"
Russell Henley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"40,274"
Zach Johnson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,799"
Roberto Diaz,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,363"
Brice Garnett,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,260"
Ben Silverman,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,058"
Chez Reavie,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"43,624"
Brandt Snedeker,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,622"
Andrew Landry,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"42,445"
Rod Pampling,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"27,496"
Aaron Baddeley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"31,496"
Kevin Kisner,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"46,930"
Kyoung-Hoon Lee,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"45,788"
Pat Perez,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"28,607"
Graeme McDowell,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"38,314"
Freddie Jacobson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"29,101"
C.T. Pan,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"39,897"
Ernie Els,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"23,348"
Whee Kim,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"34,680"
Kyle Jones,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,484"
Roberto Castro,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"40,862"
Johnson Wagner,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"32,871"
Brady Schnell,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"28,898"
Vaughn Taylor,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"51,488"
Henrik Stenson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"28,270"
Satoshi Kodaira,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"31,617"
Ryan Moore,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,251"
Jonathan Byrd,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"27,600"
Andrew Putnam,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"36,034"
"Ted Potter, Jr.",2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"35,451"
David Hearn,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"26,258"
Michael Kim,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"28,489"
Alex Cejka,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"27,796"
Ryan Armour,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"46,694"
Brian Stuard,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"47,575"
Jim Furyk,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"37,397"
Brian Gay,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"44,537"
Scott Langley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DISTANCE),"40,147"
Cameron Champ,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Rory McIlroy,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),120
Luke List,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),126
Wyndham Clark,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),170
Dustin Johnson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),124
Bubba Watson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),116
Seth Reeves,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),134
Trey Mullinax,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),146
Tony Finau,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Cameron Davis,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Lucas Bjerregaard,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),76
Gary Woodland,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Brooks Koepka,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),124
Jhonattan Vegas,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Sam Burns,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),156
Byeong Hun An,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),130
J.B. Holmes,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),126
Ollie Schniederjans,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),142
Phil Mickelson,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),120
Jason Kokrak,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),156
Jon Rahm,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),120
Patrick Cantlay,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),128
Sepp Straka,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Brandon Harkins,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),166
Justin Rose,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),108
Martin Trainer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),122
Kevin Tway,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Alex Prugh,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),142
Xander Schauffele,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),116
Keith Mitchell,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),150
Rickie Fowler,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),144
Hideki Matsuyama,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Charles Howell III,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),158
Aaron Wise,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),138
Sergio Garcia,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),88
Brendan Steele,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),108
Jason Day,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),112
Harold Varner III,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),164
Bryson DeChambeau,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),136
Justin Thomas,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),120
Nick Watney,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),150
Joaquin Niemann,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),184
Danny Lee,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),154
Alex Noren,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),104
Daniel Berger,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Harris English,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),182
Carlos Ortiz,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),164
Adam Schenk,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),200
Sung Kang,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),160
Max Homa,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),160
John Chin,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),108
Sam Saunders,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Patrick Rodgers,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),102
Beau Hossler,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),150
Adam Scott,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),98
Jimmy Walker,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Chase Wright,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),138
Martin Laird,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),160
Sebastian Munoz,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),160
Ryan Palmer,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),116
Keegan Bradley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Tommy Fleetwood,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),112
Paul Casey,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),118
Chesson Hadley,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Peter Uihlein,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),140
Talor Gooch,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),108
Cody Gribble,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),132
Mackenzie Hughes,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),152
Scott Stallings,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),148
Cameron Tringale,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),130
Corey Conners,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),164
Tyrrell Hatton,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),100
Patrick Reed,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),160
Sangmoon Bae,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),108
Dylan Frittelli,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),162
Jim Knous,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),106
Dominic Bozzelli,2019-08-18,Driving Distance,Driving Distance - (TOTAL DRIVES),134
